1	10	9	4	11	1	1	1	1	1	1	1	1	7	7	1	1	1	1	5	4	
2	2	1	8	3	8	11	5	6	6	8	9	6	1	1	7	5	1	1	1	1	 
4	7	1	2	8	3	11	1	1	1	1	1	1	1	1	1	1	5	7	4	11	 
3	8	3	4	7	3	11	1	1	1	1	1	1	3	3	1	1	6	5	4	5	 
8	1	1	10	2	9	11	1	1	8	9	11	5	8	11	1	1	4	7	1	1	 
5	1	1	9	2	9	11	1	1	8	7	9	5	1	1	8	7	4	11	7	6	 
9	7	6	8	6	2	11	1	1	6	6	1	1	4	11	1	1	3	3	9	7	 
11	3	3	8	3	6	11	1	1	1	1	9	9	2	11	1	1	5	4	1	1	 
12	4	4	7	3	3	10	5	4	7	5	1	1	1	1	4	3	1	1	4	4	 
10	2	3	10	3	4	11	1	1	1	1	7	5	1	1	7	7	4	11	2	7	 
7	4	4	7	5	5	11	1	1	7	5	1	1	1	1	1	1	1	1	7	7	 
13	4	7	7	6	3	11	1	1	1	1	1	1	6	11	9	5	2	2	1	1	 
6	5	7	8	7	5	5	1	1	1	1	1	1	7	11	2	3	4	6	1	1	 
