1	9	3	4	11	1	1	1	1	1	1	1	1	8	11	1	1	2	5	6	6	
2	3	3	10	4	8	11	7	4	7	4	8	4	1	1	6	3	1	1	1	1	 
11	2	3	11	3	8	11	1	1	11	7	11	7	1	1	1	1	4	11	1	1	 
7	4	3	7	6	6	11	1	1	1	1	7	6	1	1	1	1	1	1	8	5	 
13	5	6	6	8	4	11	4	11	4	11	7	3	7	11	9	2	4	11	1	1	 
5	4	4	6	5	8	11	1	1	10	3	1	1	1	2	4	2	3	8	5	3	 
10	3	8	8	3	1	1	1	1	1	1	11	7	1	1	9	6	3	11	1	1	 
9	9	2	3	10	1	1	3	2	1	1	1	1	3	11	1	1	1	11	9	5	 
6	7	8	7	9	1	11	1	1	2	2	1	1	9	11	1	3	7	11	1	1	 
8	4	6	9	4	6	11	1	1	6	3	10	3	6	11	1	1	6	11	1	1	 
3	7	4	6	7	3	6	1	1	1	3	1	1	3	3	1	1	3	7	3	3	 
12	5	6	4	8	5	11	4	4	8	5	8	5	1	1	1	1	1	1	5	3	 
4	9	2	3	9	2	11	1	1	1	1	2	2	1	1	1	1	1	2	3	3	 
