1	8	7	7	8	1	1	1	1	3	1	1	1	10	11	1	1	3	3	5	4	
2	4	2	4	2	11	11	5	5	7	10	10	9	1	1	7	6	1	1	1	1	 
10	1	3	11	1	11	11	7	5	6	8	7	8	1	1	11	9	6	3	1	1	 
5	1	4	10	2	10	11	3	3	8	9	8	6	6	9	3	2	1	1	8	6	 
3	8	10	6	10	2	2	7	4	7	4	1	1	10	6	1	1	7	6	7	6	 
11	1	6	10	3	10	11	4	6	10	11	10	8	5	4	1	1	10	5	11	7	 
13	2	9	9	8	9	7	8	7	5	5	2	2	10	11	11	3	8	10	2	2	 
8	2	7	10	6	10	5	6	5	6	5	10	3	9	11	1	1	4	10	1	1	 
12	10	6	2	10	3	3	4	4	4	4	1	1	8	8	1	1	1	1	10	2	 
6	10	10	6	9	3	3	5	2	7	2	1	1	11	11	2	2	10	11	9	7	 
4	11	2	2	11	1	3	4	3	2	2	1	1	1	1	1	1	3	6	2	4	 
9	10	10	6	10	1	1	1	1	1	1	1	1	9	10	1	1	6	7	11	3	 
7	5	6	7	6	8	11	9	9	8	9	1	1	1	1	1	1	1	1	10	3	 
