1	8	4	5	10	1	2	3	3	2	2	3	3	5	11	2	3	2	2	2	2	
2	4	6	9	4	10	11	4	3	7	3	7	4	1	1	8	5	1	1	1	1	 
13	3	8	8	4	1	1	1	1	6	4	4	3	11	11	1	4	1	1	1	1	 
10	1	8	8	6	5	2	1	1	1	1	1	1	1	1	9	7	3	8	3	3	 
5	3	5	8	5	8	10	11	4	9	3	1	1	1	1	4	2	1	1	11	5	 
12	8	7	7	8	9	3	1	1	6	6	1	1	4	9	3	2	1	1	10	4	 
7	7	6	7	5	9	10	1	1	6	6	1	1	1	1	1	1	11	4	10	5	 
9	6	4	4	7	4	4	1	1	6	4	1	1	5	11	1	1	7	6	10	8	 
6	4	5	8	3	1	2	1	1	3	3	1	1	11	11	1	1	10	7	3	2	 
3	5	4	4	8	4	11	1	1	1	1	1	1	4	4	1	1	3	9	1	1	 
11	4	9	8	3	9	10	1	1	6	3	7	3	3	3	1	2	5	2	4	3	 
8	5	6	8	4	6	5	1	1	4	8	9	4	8	10	1	1	1	1	1	1	 
4	9	7	3	9	3	10	1	1	1	1	1	1	1	1	1	1	3	7	1	1	 
