1	10	8	4	11	1	1	1	1	1	1	1	1	10	9	1	1	1	1	5	4	
2	8	3	7	7	6	11	3	3	4	9	6	4	1	1	7	2	1	1	1	1	 
3	9	5	3	9	3	7	3	2	3	7	1	1	4	3	1	1	8	9	5	6	 
6	3	8	10	4	1	1	1	1	1	1	1	1	9	11	1	1	8	11	4	8	 
9	8	7	3	8	4	4	5	4	4	2	1	1	4	11	1	1	1	1	9	8	 
11	4	2	4	6	7	11	6	2	7	1	8	5	1	1	1	1	5	4	7	3	 
13	1	1	4	1	4	11	1	1	4	4	7	5	7	11	11	4	1	1	1	1	 
7	2	2	6	3	6	11	3	3	6	5	6	5	1	1	1	1	1	1	7	3	 
10	4	2	8	4	5	11	4	4	4	8	7	4	1	1	10	4	4	10	5	3	 
5	6	5	7	7	4	4	7	3	4	1	1	1	1	1	3	4	1	1	5	3	 
4	9	7	8	9	1	1	1	1	1	1	1	1	1	1	1	1	3	6	4	9	 
8	7	10	10	8	4	6	4	4	6	4	9	3	6	11	1	1	4	9	1	1	 
12	8	3	4	7	5	5	5	5	3	6	7	5	3	5	1	1	1	1	6	4	 
